period,value
2021-12-24,55042
2021-12-24,44691
2021-12-24,205038
2021-12-31,60717
2021-12-31,46567
2021-12-31,215801
2022-01-07,50355
2022-01-07,221621
2022-01-07,60574
2022-01-14,52137
2022-01-14,61643
2022-01-14,226889
2022-01-21,53074
2022-01-21,61168
2022-01-21,228121
2022-01-28,53541
2022-01-28,62596
2022-01-28,231058
2022-02-04,54055
2022-02-04,60127
2022-02-04,229654
2022-02-11,229315
2022-02-11,55727
2022-02-11,60252
2022-02-18,58676
2022-02-18,228855
2022-02-18,56733
2022-02-25,228298
2022-02-25,57162
2022-02-25,57401
2022-03-04,225544
2022-03-04,55667
2022-03-04,57783
2022-03-11,223868
2022-03-11,54509
2022-03-11,57974
2022-03-18,219699
2022-03-18,54095
2022-03-18,53629
2022-03-25,53380
2022-03-25,219857
2022-03-25,54626
2022-04-01,53816
2022-04-01,52607
2022-04-01,220272
2022-04-08,49664
2022-04-08,216941
2022-04-08,52942
2022-04-15,49999
2022-04-15,214180
2022-04-15,51197
2022-04-22,48312
2022-04-22,213216
2022-04-22,47528
2022-04-29,210123
2022-04-29,49268
2022-04-29,46045
2022-05-06,44945
2022-05-06,205661
2022-05-06,48465
2022-05-13,42922
2022-05-13,48415
2022-05-13,201958
2022-05-20,49598
2022-05-20,42120
2022-05-20,201572
2022-05-27,48381
2022-05-27,40837
2022-05-27,200999
2022-06-03,40468
2022-06-03,50176
2022-06-03,200163
2022-06-10,40781
2022-06-10,49709
2022-06-10,198737
2022-06-17,41654
2022-06-17,200099
2022-06-17,49350
2022-06-24,42145
2022-06-24,50515
2022-06-24,204548
2022-07-01,42658
2022-07-01,49705
2022-07-01,201491
2022-07-08,52281
2022-07-08,206885
2022-07-08,42913
2022-07-15,44099
2022-07-15,209313
2022-07-15,51574
2022-07-22,44050
2022-07-22,50254
2022-07-22,207973
2022-07-29,49213
2022-07-29,44196
2022-07-29,208028
2022-08-05,43501
2022-08-05,202864
2022-08-05,47863
2022-08-12,48283
2022-08-12,42763
2022-08-12,199583
2022-08-19,198694
2022-08-19,42618
2022-08-19,51084
2022-08-26,41635
2022-08-26,49001
2022-08-26,196050
2022-09-02,39732
2022-09-02,196016
2022-09-02,50585
2022-09-09,38239
2022-09-09,194877
2022-09-09,52855
2022-09-16,53336
2022-09-16,39009
2022-09-16,196245
2022-09-23,193507
2022-09-23,39186
2022-09-23,51922
2022-09-30,190166
2022-09-30,39190
2022-09-30,51155
2022-10-07,192931
2022-10-07,51252
2022-10-07,40932
2022-10-14,41097
2022-10-14,192777
2022-10-14,50888
2022-10-21,48192
2022-10-21,193457
2022-10-21,41897
2022-10-28,191491
2022-10-28,41347
2022-10-28,47100
2022-11-04,191307
2022-11-04,46240
2022-11-04,41359
2022-11-11,191982
2022-11-11,40867
2022-11-11,46538
2022-11-18,194311
2022-11-18,44180
2022-11-18,41264
2022-11-25,46482
2022-11-25,196964
2022-11-25,41050
2022-12-02,43627
2022-12-02,203586
2022-12-02,48275
2022-12-09,50351
2022-12-09,43987
2022-12-09,208843
2022-12-16,43418
2022-12-16,211112
2022-12-16,53543
2022-12-23,207068
2022-12-23,43006
2022-12-23,51060
2022-12-30,42285
2022-12-30,206625
2022-12-30,54196
2023-01-06,209599
2023-01-06,44064
2023-01-06,54012
2023-01-13,213571
2023-01-13,53496
2023-01-13,43459
2023-01-20,56099
2023-01-20,215773
2023-01-20,44291
2023-01-27,45615
2023-01-27,56978
2023-01-27,217554
2023-02-03,47091
2023-02-03,223481
2023-02-03,57736
2023-02-10,224559
2023-02-10,46936
2023-02-10,61188
2023-02-17,223919
2023-02-17,48174
2023-02-17,60339
2023-02-24,59891
2023-02-24,223065
2023-02-24,48694
2023-03-03,48387
2023-03-03,219987
2023-03-03,60009
2023-03-10,48614
2023-03-10,58617
2023-03-10,219987
2023-03-17,47965
2023-03-17,215360
2023-03-17,56286
2023-03-24,53304
2023-03-24,47078
2023-03-24,211238
2023-03-31,45769
2023-03-31,208686
2023-03-31,51351
2023-04-07,48397
2023-04-07,206628
2023-04-07,44785
2023-04-14,43659
2023-04-14,206773
2023-04-14,49066
2023-04-21,48318
2023-04-21,42646
2023-04-21,204658
2023-04-28,49693
2023-04-28,41820
2023-04-28,206531
2023-05-05,203957
2023-05-05,49391
2023-05-05,41636
2023-05-12,40902
2023-05-12,204105
2023-05-12,49922
2023-05-19,50595
2023-05-19,39795
2023-05-19,200073
2023-05-26,50425
2023-05-26,199169
2023-05-26,40250
2023-06-02,51244
2023-06-02,40640
2023-06-02,201510
2023-06-09,39352
2023-06-09,53312
2023-06-09,202128
2023-06-16,40372
2023-06-16,55130
2023-06-16,204290
2023-06-23,40761
2023-06-23,204166
2023-06-23,52558
2023-06-30,202245
2023-06-30,53708
2023-06-30,41191
2023-07-07,42271
2023-07-07,51623
2023-07-07,200065
2023-07-14,42098
2023-07-14,52582
2023-07-14,200846
2023-07-21,43564
2023-07-21,52980
2023-07-21,202157
2023-07-28,201784
2023-07-28,43090
2023-07-28,52880
2023-08-04,52424
2023-08-04,200403
2023-08-04,42343
2023-08-11,41837
2023-08-11,200788
2023-08-11,51924
2023-08-18,201977
2023-08-18,51616
2023-08-18,42699
2023-08-25,43256
2023-08-25,52435
2023-08-25,200526
2023-09-01,200293
2023-09-01,53197
2023-09-01,42158
2023-09-08,204838
2023-09-08,54981
2023-09-08,41986
2023-09-15,202808
2023-09-15,41527
2023-09-15,54506
2023-09-22,204269
2023-09-22,41728
2023-09-22,52766
2023-09-29,55991
2023-09-29,209559
2023-09-29,42286
2023-10-06,42583
2023-10-06,54935
2023-10-06,208320
2023-10-13,40943
2023-10-13,53940
2023-10-13,207357
2023-10-20,53161
2023-10-20,206042
2023-10-20,41161
2023-10-27,205988
2023-10-27,53218
2023-10-27,40809
2023-11-03,200376
2023-11-03,78356
2023-11-03,49919
2023-11-03,39822
2023-11-10,78527
2023-11-10,200346
2023-11-10,40293
2023-11-10,49464
2023-11-17,48922
2023-11-17,41368
2023-11-17,200686
2023-11-17,78609
2023-11-24,201912
2023-11-24,78319
2023-11-24,48315
2023-11-24,43004
2023-12-01,50825
2023-12-01,44670
2023-12-01,205804
2023-12-08,79031
2023-12-08,208528
2023-12-08,53596
2023-12-08,44514
2023-12-15,210177
2023-12-15,52955
2023-12-15,47085
2023-12-22,210492
2023-12-22,48752
2023-12-22,52963
2023-12-22,76772
2023-12-29,55711
2023-12-29,221692
2023-12-29,50629
2024-01-05,81429
2024-01-05,57621
2024-01-05,52639
2024-01-05,226052
2024-01-12,56979
2024-01-12,81344
2024-01-12,54743
2024-01-12,228676
2024-01-19,82582
2024-01-19,59363
2024-01-19,234910
2024-01-19,55725
2024-01-26,81289
2024-01-26,235252
2024-01-26,59852
2024-01-26,56498
2024-02-02,57933
2024-02-02,235515
2024-02-02,60632
2024-02-02,78754
2024-02-09,78510
2024-02-09,231520
2024-02-09,60431
2024-02-09,54909
2024-02-16,61117
2024-02-16,54380
2024-02-16,78302
2024-02-16,231627
2024-02-23,60586
2024-02-23,227145
2024-02-23,54274
2024-03-01,61291
2024-03-01,223486
2024-03-01,72761
2024-03-01,52879
2024-03-08,51244
2024-03-08,218250
2024-03-08,72597
2024-03-08,57989
2024-03-15,71689
2024-03-15,50666
2024-03-15,57707
2024-03-15,215919
2024-03-22,75987
2024-03-22,218736
2024-03-22,51192
2024-03-22,56251
2024-03-29,76838
2024-03-29,52465
2024-03-29,214554
2024-03-29,50377
2024-04-05,49766
2024-04-05,79890
2024-04-05,50140
2024-04-05,214756
2024-04-12,78918
2024-04-12,49866
2024-04-12,212890
2024-04-12,50312
2024-04-19,211811
2024-04-19,49289
2024-04-19,48668
2024-04-26,212419
2024-04-26,50323
2024-04-26,47666
2024-05-03,51948
2024-05-03,77674
2024-05-03,48044
2024-05-03,212744
2024-05-10,46294
2024-05-10,212484
2024-05-10,78255
2024-05-10,53074
2024-05-17,53029
2024-05-17,77820
2024-05-17,44997
2024-05-17,210632
2024-05-24,51936
2024-05-24,44313
2024-05-24,212023
2024-05-24,80622
2024-05-31,44035
2024-05-31,215745
2024-05-31,54528
2024-06-07,55193
2024-06-07,216469
2024-06-07,45199
2024-06-14,44649
2024-06-14,52960
2024-06-14,214646
2024-06-14,81500
2024-06-21,44251
2024-06-21,53305
2024-06-21,81575
2024-06-21,215886
2024-06-28,215558
2024-06-28,54183
2024-06-28,44131
2024-06-28,80491
2024-07-05,79028
2024-07-05,212435
2024-07-05,43859
2024-07-05,53641
2024-07-12,53724
2024-07-12,44359
2024-07-12,82089
2024-07-12,216200
2024-07-19,52444
2024-07-19,42425
2024-07-19,210720
2024-07-26,77087
2024-07-26,41591
2024-07-26,207429
2024-07-26,53284
2024-08-02,42043
2024-08-02,54930
2024-08-02,75307
2024-08-02,206817
2024-08-09,204665
2024-08-09,73216
2024-08-09,54890
2024-08-09,41974
2024-08-16,72731
2024-08-16,203260
2024-08-16,53920
2024-08-16,42837
2024-08-23,43420
2024-08-23,203640
2024-08-23,71626
2024-08-23,53718
2024-08-30,71059
2024-08-30,55473
2024-08-30,203819
2024-08-30,43135
2024-09-06,57852
2024-09-06,206038
2024-09-06,72478
2024-09-06,43003
2024-09-13,55687
2024-09-13,75100
2024-09-13,204692
2024-09-13,42099
2024-09-20,42069
2024-09-20,57202
2024-09-20,74952
2024-09-20,204406
2024-09-27,204076
2024-09-27,41623
2024-09-27,73434
2024-09-27,57772
2024-10-04,40671
2024-10-04,56343
2024-10-04,199954
2024-10-04,72214
2024-10-11,55636
2024-10-11,199234
2024-10-11,41910
2024-10-11,71749
2024-10-18,73897
2024-10-18,53224
2024-10-18,198222
2024-10-18,41385
2024-10-25,196691
2024-10-25,40895
2024-10-25,51715
2024-11-01,40280
2024-11-01,51712
2024-11-01,74869
2024-11-01,196708
2024-11-08,48411
2024-11-08,74637
2024-11-08,193816
2024-11-08,39723
2024-11-15,49128
2024-11-15,195295
2024-11-15,40985
2024-11-15,74225
2024-11-22,41330
2024-11-22,48154
2024-11-22,196697
2024-11-29,200158
2024-11-29,41503
2024-11-29,50542
2024-12-06,75818
2024-12-06,51379
2024-12-06,203161
2024-12-06,42546
2024-12-13,75540
2024-12-13,43678
2024-12-13,52880
2024-12-13,205584
2024-12-20,206834
2024-12-20,44064
2024-12-20,75769
2024-12-20,54027
2024-12-27,46062
2024-12-27,55386
2024-12-27,214763
2024-12-27,79331
2025-01-03,48807
2025-01-03,223428
2025-01-03,80145
2025-01-03,58901
2025-01-10,49749
2025-01-10,60769
2025-01-10,229160
2025-01-10,82256
2025-01-17,57155
2025-01-17,230119
2025-01-17,51979
2025-01-24,52020
2025-01-24,83416
2025-01-24,58913
2025-01-24,230509
2025-01-31,61994
2025-01-31,52844
2025-01-31,82088
2025-01-31,232816
2025-02-07,230841
2025-02-07,63288
2025-02-07,52889
2025-02-07,79833
2025-02-14,230246
2025-02-14,63415
2025-02-14,78127
2025-02-14,54117
2025-02-21,64221
2025-02-21,231294
2025-02-21,56315
2025-02-21,75437
2025-02-28,63530
2025-02-28,229157
2025-02-28,74305
2025-02-28,56488
2025-03-07,62283
2025-03-07,56702
2025-03-07,226395
2025-03-07,73184
2025-03-14,59735
2025-03-14,56079
2025-03-14,226274
2025-03-14,75784
2025-03-21,224428
2025-03-21,59311
2025-03-21,54151
2025-03-21,76642
2025-03-28,57931
2025-03-28,77696
2025-03-28,53282
2025-03-28,222796
2025-04-04,78791
2025-04-04,52048
2025-04-04,221111
2025-04-04,57011
2025-04-11,77659
2025-04-11,218365
2025-04-11,56608
2025-04-11,51137
2025-04-18,213615
2025-04-18,49478
2025-04-18,77425
2025-04-18,55137
2025-04-25,54791
2025-04-25,211087
2025-04-25,77038
2025-04-25,47960
2025-05-02,210477
2025-05-02,56127
2025-05-02,46386
2025-05-09,55288
2025-05-09,45142
2025-05-09,208977
2025-05-16,44474
2025-05-16,54582
2025-05-16,209228
2025-05-16,78462
2025-05-23,52056
2025-05-23,81338
2025-05-23,208118
2025-05-23,43062
2025-05-30,43476
2025-05-30,213280
2025-05-30,55580
2025-06-06,81568
2025-06-06,44212
2025-06-06,55869
2025-06-06,214672
2025-06-13,214314
2025-06-13,55293
2025-06-13,81555
2025-06-13,43704
2025-06-20,57316
2025-06-20,212889
2025-06-20,78212
2025-06-20,44094
2025-06-27,78975
2025-06-27,214497
2025-06-27,57677
2025-06-27,43566
2025-07-04,213054
2025-07-04,42304
2025-07-04,58719
2025-07-04,77598
2025-07-11,217192
2025-07-11,79578
2025-07-11,59930
2025-07-11,42602
2025-07-18,41903
2025-07-18,81830
2025-07-18,216651
2025-07-18,56325
2025-07-25,54433
2025-07-25,81484
2025-07-25,42231
2025-07-25,213105
2025-08-01,53037
2025-08-01,41883
2025-08-01,81384
2025-08-01,212205
2025-08-08,43124
2025-08-08,209745
2025-08-08,51520
2025-08-08,79108
2025-08-15,42068
2025-08-15,208541
2025-08-15,53287
2025-08-15,77482
2025-08-22,41693
2025-08-22,206834
2025-08-22,77236
2025-08-22,51811
2025-08-29,41232
2025-08-29,203378
2025-08-29,75368
2025-08-29,52062
2025-09-05,42083
2025-09-05,203616
2025-09-05,74387
2025-09-05,52490
2025-09-12,42101
2025-09-12,202755
2025-09-12,74840
2025-09-12,51435
2025-09-19,51166
2025-09-19,72987
2025-09-19,201748
2025-09-19,43163
2025-09-26,205375
2025-09-26,52432
2025-09-26,43283
2025-10-03,203371
2025-10-03,51956
2025-10-03,43473
2025-10-10,42875
2025-10-10,53927
2025-10-10,72485
2025-10-10,203149
2025-10-17,200974
2025-10-17,52430
2025-10-17,42163
2025-10-24,72052
2025-10-24,50669
2025-10-24,39894
2025-10-24,195476
2025-10-31,70678
2025-10-31,48956
2025-10-31,38977
2025-10-31,191390
2025-11-07,190211
2025-11-07,71820
2025-11-07,46332
2025-11-07,39925
2025-11-14,40424
2025-11-14,73625
2025-11-14,47024
2025-11-14,192980
2025-11-21,196812
2025-11-21,76749
2025-11-21,40998
2025-11-21,46441
2025-11-28,79036
2025-11-28,41065
2025-11-28,45976
2025-11-28,199482
2025-12-05,47207
2025-12-05,80102
2025-12-05,204635
2025-12-05,43235
2025-12-12,49215
2025-12-12,44628
2025-12-12,211364
2025-12-12,82020
2025-12-19,213995
2025-12-19,82806
2025-12-19,44811
2025-12-19,50823
2025-12-26,218316
2025-12-26,85174
2025-12-26,52925
2025-12-26,45246
2026-01-02,86673
2026-01-02,226253
2026-01-02,53633
2026-01-02,48995
2026-01-09,235265
2026-01-09,88882
2026-01-09,56021
2026-01-09,52431
2026-01-16,59554
2026-01-16,88648
2026-01-16,54762
2026-01-16,240653
2026-01-23,240572
2026-01-23,87053
2026-01-23,61048
2026-01-23,55785
2026-01-30,86388
2026-01-30,54851
2026-01-30,241396
2026-01-30,63873
2026-02-06,55902
2026-02-06,64061
2026-02-06,242784
2026-02-13,240461
2026-02-13,83705
2026-02-13,63195
2026-02-13,56498
2026-02-20,62330
2026-02-20,57483
2026-02-20,240979
2026-02-27,238474
2026-02-27,57597
2026-02-27,64394
2026-03-06,235201
2026-03-06,56139
2026-03-06,64768
2026-03-13,231106
2026-03-13,61423
2026-03-13,54968
2026-03-13,80474
2026-03-20,60060
2026-03-20,55723
2026-03-20,228679
2026-03-27,56941
2026-03-27,54709
2026-03-27,81157
2026-03-27,226513
2026-04-03,82477
2026-04-03,224584
2026-04-03,52303
2026-04-03,55371
2026-04-10,55228
2026-04-10,50464
2026-04-10,219419
2026-04-10,79196
2026-04-17,213406
2026-04-17,54520
2026-04-17,47560
2026-04-17,76365
2026-04-24,45477
2026-04-24,75442
2026-04-24,52723
2026-04-24,207468
2026-05-01,53834
2026-05-01,42352
2026-05-01,204067
2026-05-08,199548
2026-05-08,41408
2026-05-08,74054
2026-05-08,50994
2026-05-15,198760
2026-05-15,51458
2026-05-15,40663
2026-05-22,76234
2026-05-22,196583
2026-05-22,39250
2026-05-22,49852
2026-05-29,53566
2026-05-29,199934
2026-05-29,39276
2026-05-29,75535
